"TOA5","CR3000","CR3000","2700","CR3000.Std.13","CPU:3d_v2_3.cr3","38941","ts_data"
"TIMESTAMP","RECORD","Ux","Uy","Uz","Ts","diag_csat","t_hmp","e_hmp"
"TS","RN","m/s","m/s","m/s","C","unitless","C","kPa"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2020-01-13 13:30:21.6",216,"NAN","NAN","NAN","NAN",61502,33.68822,2.541579
"2020-01-13 13:30:21.7",217,"NAN","NAN","NAN","NAN",61502,33.68491,2.541108
"2020-01-13 13:30:21.8",218,"NAN","NAN","NAN","NAN",61502,33.68491,2.541108
"2020-01-13 13:30:21.9",219,"NAN","NAN","NAN","NAN",61502,33.68656,2.541343
"2020-01-13 13:30:22",220,"NAN","NAN","NAN","NAN",61502,33.68159,2.540637
"2020-01-13 13:30:22.1",221,"NAN","NAN","NAN","NAN",61502,33.68491,2.541282
"2020-01-13 13:30:22.2",222,"NAN","NAN","NAN","NAN",61502,33.68324,2.541045
"2020-01-13 13:30:22.3",223,"NAN","NAN","NAN","NAN",61502,33.68822,2.541753
"2020-01-13 13:30:22.4",224,"NAN","NAN","NAN","NAN",61502,33.68822,2.541753
"2020-01-13 13:30:22.5",225,"NAN","NAN","NAN","NAN",61502,33.68656,2.541517
"2020-01-13 13:30:22.6",226,"NAN","NAN","NAN","NAN",61502,33.68822,2.541926
"2020-01-13 13:30:22.7",227,"NAN","NAN","NAN","NAN",61502,33.68989,2.542075
"2020-01-13 13:30:22.8",228,"NAN","NAN","NAN","NAN",61502,33.68822,2.541839
"2020-01-13 13:30:22.9",229,"NAN","NAN","NAN","NAN",61502,33.68989,2.541989
"2020-01-13 13:30:23",230,"NAN","NAN","NAN","NAN",61502,33.68491,2.541368
"2020-01-13 13:30:23.1",231,"NAN","NAN","NAN","NAN",61502,33.68656,2.541603
"2020-01-13 13:30:23.2",232,"NAN","NAN","NAN","NAN",61502,33.68656,2.541603
"2020-01-13 13:30:23.3",233,"NAN","NAN","NAN","NAN",61502,33.68324,2.541045
"2020-01-13 13:30:23.4",234,"NAN","NAN","NAN","NAN",61502,33.68491,2.541282
"2020-01-13 13:30:23.5",235,"NAN","NAN","NAN","NAN",61502,33.68159,2.540984
