"TOA5","CR3000","CR3000","2700","CR3000.Std.13","CPU:3d_v2_3.cr3","38941","ts_data"
"TIMESTAMP","RECORD","Ux","Uy","Uz","Ts","diag_csat","t_hmp","e_hmp"
"TS","RN","m/s","m/s","m/s","C","unitless","C","kPa"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2020-01-16 17:22:18.9",55989,6.754,-5.7605,0.6365,7.60257,0,35.72038,2.906537
"2020-01-16 17:22:19",55990,5.828,-5.9185,0.9685,7.62262,0,35.7154,2.905838
"2020-01-16 17:22:19.1",55991,6.15425,-5.82275,1.116,7.624298,0,35.7154,2.905935
"2020-01-16 17:22:19.2",55992,7.427751,-5.774251,0.7165,7.512299,0,35.71706,2.906104
"2020-01-16 17:22:19.3",55993,6.64825,-6.597,1.22425,7.585846,0,35.71706,2.906104
"2020-01-16 17:22:19.4",55994,6.63025,-6.19675,0.698,7.407013,0,35.72038,2.906634
"2020-01-16 17:22:19.5",55995,7.69275,-5.302,0.9647501,7.62262,0,35.71872,2.906368
"2020-01-16 17:22:19.6",55996,6.58375,-6.336751,0.6012501,7.437042,0,35.71374,2.905572
"2020-01-16 17:22:19.7",55997,6.46775,-6.54225,0.88025,7.430359,0,35.71374,2.905572
"2020-01-16 17:22:19.8",55998,5.6725,-5.79925,-0.19275,7.502228,0,35.71374,2.905572
"2020-01-16 17:22:19.9",55999,7.0345,-5.539,1.03325,7.550751,0,35.7154,2.905935
"2020-01-16 17:22:20",56000,8.464001,-5.11425,1.47825,7.714569,0,35.71706,2.906104
"2020-01-16 17:22:20.1",56001,6.04475,-6.279,0.48575,7.286682,0,35.71872,2.906368
"2020-01-16 17:22:20.2",56002,6.80775,-6.16525,-0.13725,7.363556,0,35.72038,2.906829
"2020-01-16 17:22:20.3",56003,5.6745,-6.5705,0.75125,7.216522,0,35.71706,2.906201
"2020-01-16 17:22:20.4",56004,7.62175,-6.377501,-0.311,7.44043,0,35.72038,2.906829
"2020-01-16 17:22:20.5",56005,6.4075,-7.98025,1.50325,7.858368,0,35.71706,2.906104
"2020-01-16 17:22:20.6",56006,6.79125,-8.186251,1.38925,7.868439,0,35.7154,2.905935
"2020-01-16 17:22:20.7",56007,6.3205,-8.416,0.8372501,7.960419,0,35.71706,2.906201
"2020-01-16 17:22:20.8",56008,5.88925,-7.61725,1.25975,8.002228,0,35.71872,2.906465
"2020-01-16 17:22:20.9",56009,6.454,-7.64375,0.64425,7.803192,0,35.71872,2.906368
"2020-01-16 17:22:21",56010,6.82675,-8.465501,0.427,7.855011,0,35.7154,2.905935
"2020-01-16 17:22:21.1",56011,6.11175,-7.09725,1.793,7.925293,0,35.71872,2.906757
"2020-01-16 17:22:21.2",56012,5.43825,-6.166,1.984,7.948669,0,35.7154,2.906227
"2020-01-16 17:22:21.3",56013,4.3675,-7.5455,1.224,7.676086,0,35.7154,2.906129
"2020-01-16 17:22:21.4",56014,5.54075,-8.075001,1.93925,7.600891,0,35.71207,2.905695
"2020-01-16 17:22:21.5",56015,5.19375,-8.7535,1.479,7.801514,0,35.7154,2.906129
"2020-01-16 17:22:21.6",56016,3.84225,-9.344001,-0.1275,7.303406,0,35.7154,2.906227
"2020-01-16 17:22:21.7",56017,4.37725,-7.97075,0.9472501,7.295044,0,35.71706,2.906395
"2020-01-16 17:22:21.8",56018,5.18725,-8.3595,1.457,7.935303,0,35.7154,2.906129
"2020-01-16 17:22:21.9",56019,4.56675,-7.93225,1.58975,7.890167,0,35.71374,2.905766
"2020-01-16 17:22:22",56020,4.784,-7.4905,1.40025,7.868439,0,35.71706,2.906298
"2020-01-16 17:22:22.1",56021,4.38275,-7.79475,1.11975,7.975464,0,35.72038,2.906926
"2020-01-16 17:22:22.2",56022,4.9535,-6.0035,1.96875,7.833313,0,35.71872,2.90666
"2020-01-16 17:22:22.3",56023,5.26675,-6.287251,1.506,7.865082,0,35.72038,2.906926
"2020-01-16 17:22:22.4",56024,5.85075,-5.2105,2.81875,8.015594,0,35.71872,2.90666
"2020-01-16 17:22:22.5",56025,5.6385,-5.529,3.492,7.880127,0,35.71706,2.906395
"2020-01-16 17:22:22.6",56026,5.25675,-6.54575,1.93175,7.955414,0,35.71706,2.906395
"2020-01-16 17:22:22.7",56027,5.138,-6.622,0.70525,7.870056,0,35.71872,2.90666
"2020-01-16 17:22:22.8",56028,3.8435,-6.2715,0.6735001,7.93866,0,35.71706,2.906395
"2020-01-16 17:22:22.9",56029,4.12625,-6.00925,0.22375,8.027344,0,35.7154,2.906129
"2020-01-16 17:22:23",56030,2.80625,-5.74075,0.70775,7.895172,0,35.71706,2.906298
"2020-01-16 17:22:23.1",56031,4.22075,-5.387,-0.45625,7.839996,0,35.71374,2.905572
"2020-01-16 17:22:23.2",56032,4.8105,-4.69675,0.70575,7.893494,0,35.71706,2.906201
"2020-01-16 17:22:23.3",56033,3.60525,-3.66725,1.48,7.998901,0,35.72038,2.906731
"2020-01-16 17:22:23.4",56034,3.43775,-5.424,0.564,7.863373,0,35.72038,2.906731
"2020-01-16 17:22:23.5",56035,2.8465,-4.67325,1.301,7.841644,0,35.72537,2.907529
"2020-01-16 17:22:23.6",56036,1.88975,-4.79725,0.07700001,7.811584,0,35.72371,2.907264
"2020-01-16 17:22:23.7",56037,1.1795,-4.2035,0.81525,7.911926,0,35.72371,2.907361
"2020-01-16 17:22:23.8",56038,1.179,-4.19175,-1.06825,7.895172,0,35.72205,2.907192
"2020-01-16 17:22:23.9",56039,1.8365,-4.144,0.1085,7.841644,0,35.72205,2.906997
"2020-01-16 17:22:24",56040,3.2075,-2.273,-0.72925,7.983856,0,35.72205,2.9069
"2020-01-16 17:22:24.1",56041,5.35525,-3.6305,-0.0165,7.880127,0,35.71872,2.906465
"2020-01-16 17:22:24.2",56042,5.67175,-3.242,0.3255,7.786469,0,35.71872,2.906465
"2020-01-16 17:22:24.3",56043,5.705,-2.75275,0.90275,7.856689,0,35.71706,2.906104
"2020-01-16 17:22:24.4",56044,4.94525,-2.73525,0.379,7.801514,0,35.71872,2.906368
"2020-01-16 17:22:24.5",56045,3.54975,-3.24075,0.40075,7.860046,0,35.71872,2.906465
"2020-01-16 17:22:24.6",56046,4.09375,-2.70025,0.4005,7.831635,0,35.7154,2.905838
"2020-01-16 17:22:24.7",56047,3.79225,-2.8575,0.623,7.895172,0,35.71706,2.906006
"2020-01-16 17:22:24.8",56048,3.8815,-3.2485,0.72725,7.960419,0,35.7154,2.905935
"2020-01-16 17:22:24.9",56049,2.6365,-2.5245,0.80325,7.875122,0,35.71374,2.905572
"2020-01-16 17:22:25",56050,3.696,-3.15575,0.61125,7.821564,0,35.71374,2.905572
"2020-01-16 17:22:25.1",56051,3.78975,-3.421,0.98475,7.806519,0,35.7154,2.905838
"2020-01-16 17:22:25.2",56052,3.7045,-4.352,0.29475,7.788147,0,35.71374,2.905572
"2020-01-16 17:22:25.3",56053,4.32525,-4.495,0.40525,7.736298,0,35.7154,2.905838
"2020-01-16 17:22:25.4",56054,3.38275,-4.35625,0.36075,7.913544,0,35.71706,2.906201
"2020-01-16 17:22:25.5",56055,3.109,-4.488,0.159,7.834961,0,35.7154,2.905935
"2020-01-16 17:22:25.6",56056,1.85425,-3.9785,0.0235,7.901855,0,35.71374,2.905572
"2020-01-16 17:22:25.7",56057,3.293,-4.46925,0.31475,7.754669,0,35.71706,2.906201
"2020-01-16 17:22:25.8",56058,2.70675,-4.89925,0.451,7.843323,0,35.71374,2.905669
"2020-01-16 17:22:25.9",56059,2.02925,-5.68425,0.9855,7.721252,0,35.71706,2.906201
"2020-01-16 17:22:26",56060,1.92025,-5.56425,-0.0375,7.671082,0,35.7154,2.905935
"2020-01-16 17:22:26.1",56061,2.1685,-5.31425,0.34975,7.619263,0,35.71872,2.906368
